OID_,FID_BEC_PEM_Kootenay_South,FID_BEC_ROI,FTRCLSSSK,ZONE,SUBZONE,VARIANT,PHASE,NTRLDSTRBN,MAP_LABEL,BGC_LABEL,ZONE_NAME,SBZNNM,VRNTNM,PHASE_NAME,NTRLDSTRB1,AREA_SQM,FEAT_LEN,FEAT_AREA,FTRLNGTH,OBJECTID,FID_PEM_fire_group,fire_group,BEC_PEM,FID_HFP_Kootenay_South,FIRE_NO,VERSION_NO,FIRE_YEAR,FIRE_CAUSE,FIRELABEL,SIZE_HA,SOURCE,TRACK_DATE,LOAD_DATE,FIRE_DATE,METHOD,FCODE,SHAPE_1,OBJECTID_12,AREA_SQM_1,FEAT_LEN_1,Shape_Length,Shape_Area,Calculate_Size_Ha
2978,167,239,435.000000000000000,ESSF,dk,1, ,NDT3,ESSFdk1,ESSFdk 1,Engelmann Spruce -- Subalpine Fir,Dry Cool,Elk, ,Ecosystems with frequent stand-initiating events,389505586.205399990081787,734274.464599999948405,389505586.000000000000000,734274.000000000000000,5117345.000000000000000,1,cool,ESSFdk1cool,687,48,0.000000000000000,1919,Lightning,1919-48,11168.000000000000000,linens, ,20070517130649,19190722,digitised,JA70003000,0.000000000000000,1756190.000000000000000,111680183.748899996280670,55184.441500000000815,5090.541259468572207,891629.382755045080557,89.162938275504516
2979,167,239,435.000000000000000,ESSF,dk,1, ,NDT3,ESSFdk1,ESSFdk 1,Engelmann Spruce -- Subalpine Fir,Dry Cool,Elk, ,Ecosystems with frequent stand-initiating events,389505586.205399990081787,734274.464599999948405,389505586.000000000000000,734274.000000000000000,5117345.000000000000000,1,cool,ESSFdk1cool,688,N12413,2018082301.000000000000000,2018,Lightning,2018-N12413,713.700000000000045,2018 ROLLOVER,20180823,20180823112430,20180810,Processed IR image,JA70003000,0.000000000000000,1777980.000000000000000,7137065.728600000031292,13756.087499999999636,5090.541259468572207,891629.382755045080557,89.162938275504516
2980,167,239,435.000000000000000,ESSF,dk,1, ,NDT3,ESSFdk1,ESSFdk 1,Engelmann Spruce -- Subalpine Fir,Dry Cool,Elk, ,Ecosystems with frequent stand-initiating events,389505586.205399990081787,734274.464599999948405,389505586.000000000000000,734274.000000000000000,5117345.000000000000000,1,cool,ESSFdk1cool,735,50,0.000000000000000,1919,Person,1919-50,4633.500000000000000,linens, ,20070517130621,19190717,digitised,JA70003000,0.000000000000000,1756201.000000000000000,46335275.202299997210503,42389.958400000003166,4930.966682650380790,592792.867698723333888,59.279286769872336
2981,167,239,435.000000000000000,ESSF,dk,1, ,NDT3,ESSFdk1,ESSFdk 1,Engelmann Spruce -- Subalpine Fir,Dry Cool,Elk, ,Ecosystems with frequent stand-initiating events,389505586.205399990081787,734274.464599999948405,389505586.000000000000000,734274.000000000000000,5117345.000000000000000,1,cool,ESSFdk1cool,736,695,0.000000000000000,1929,Lightning,1929-695,6251.300000000000182,linens, ,20070517130621,19290812,digitised,JA70003000,0.000000000000000,1760166.000000000000000,62513558.840199999511242,33112.052400000000489,4930.966682650380790,592792.867698723333888,59.279286769872336
2982,167,239,435.000000000000000,ESSF,dk,1, ,NDT3,ESSFdk1,ESSFdk 1,Engelmann Spruce -- Subalpine Fir,Dry Cool,Elk, ,Ecosystems with frequent stand-initiating events,389505586.205399990081787,734274.464599999948405,389505586.000000000000000,734274.000000000000000,5117345.000000000000000,1,cool,ESSFdk1cool,737,50,0.000000000000000,1919,Person,1919-50,4633.500000000000000,linens, ,20070517130621,19190717,digitised,JA70003000,0.000000000000000,1756201.000000000000000,46335275.202299997210503,42389.958400000003166,6553.096820313206081,1262927.711014266591519,126.292771101426666
2983,167,239,435.000000000000000,ESSF,dk,1, ,NDT3,ESSFdk1,ESSFdk 1,Engelmann Spruce -- Subalpine Fir,Dry Cool,Elk, ,Ecosystems with frequent stand-initiating events,389505586.205399990081787,734274.464599999948405,389505586.000000000000000,734274.000000000000000,5117345.000000000000000,1,cool,ESSFdk1cool,738,515,0.000000000000000,1931,Person,1931-515,36806.500000000000000,linens, ,20070517130648,19310724,digitised,JA70003000,0.000000000000000,1761142.000000000000000,368065119.050499975681305,133485.253300000011222,6553.096820313206081,1262927.711014266591519,126.292771101426666
2984,167,239,435.000000000000000,ESSF,dk,1, ,NDT3,ESSFdk1,ESSFdk 1,Engelmann Spruce -- Subalpine Fir,Dry Cool,Elk, ,Ecosystems with frequent stand-initiating events,389505586.205399990081787,734274.464599999948405,389505586.000000000000000,734274.000000000000000,5117345.000000000000000,1,cool,ESSFdk1cool,807,205,0.000000000000000,1922,Lightning,1922-205,429.199999999999989,linens, ,20070517130621,19220825,digitised,JA70003000,0.000000000000000,1757064.000000000000000,4292877.638399999588728,8505.849799999999959,13065.798192765001659,497746.194313693849836,49.774619431369388
2985,167,239,435.000000000000000,ESSF,dk,1, ,NDT3,ESSFdk1,ESSFdk 1,Engelmann Spruce -- Subalpine Fir,Dry Cool,Elk, ,Ecosystems with frequent stand-initiating events,389505586.205399990081787,734274.464599999948405,389505586.000000000000000,734274.000000000000000,5117345.000000000000000,1,cool,ESSFdk1cool,808,358,0.000000000000000,1945,Lightning,1945-358,2268.500000000000000,linens, ,20070517130606,19450811,digitised,JA70003000,0.000000000000000,1765573.000000000000000,22685813.353799998760223,31193.542300000000978,13065.798192765001659,497746.194313693849836,49.774619431369388
2986,167,239,435.000000000000000,ESSF,dk,1, ,NDT3,ESSFdk1,ESSFdk 1,Engelmann Spruce -- Subalpine Fir,Dry Cool,Elk, ,Ecosystems with frequent stand-initiating events,389505586.205399990081787,734274.464599999948405,389505586.000000000000000,734274.000000000000000,5117345.000000000000000,1,cool,ESSFdk1cool,821,230,0.000000000000000,1922,Lightning,1922-230,37.799999999999997,linens, ,20070517130621,19220824,digitised,JA70003000,0.000000000000000,1757114.000000000000000,378222.880500000028405,2632.449799999999868,1063.449300723611714,5889.157002091160393,0.588915700209116
2987,167,239,435.000000000000000,ESSF,dk,1, ,NDT3,ESSFdk1,ESSFdk 1,Engelmann Spruce -- Subalpine Fir,Dry Cool,Elk, ,Ecosystems with frequent stand-initiating events,389505586.205399990081787,734274.464599999948405,389505586.000000000000000,734274.000000000000000,5117345.000000000000000,1,cool,ESSFdk1cool,822,153a,0.000000000000000,1924,Lightning,1924-153a,511.899999999999977,linens, ,20070517130621,19240709,digitised,JA70003000,0.000000000000000,1757975.000000000000000,5119265.269500000402331,8939.608599999999569,1063.449300723611714,5889.157002091160393,0.588915700209116
2988,167,239,435.000000000000000,ESSF,dk,1, ,NDT3,ESSFdk1,ESSFdk 1,Engelmann Spruce -- Subalpine Fir,Dry Cool,Elk, ,Ecosystems with frequent stand-initiating events,389505586.205399990081787,734274.464599999948405,389505586.000000000000000,734274.000000000000000,5117345.000000000000000,1,cool,ESSFdk1cool,1053,368,0.000000000000000,1930,Lightning,1930-368,41.500000000000000,linens, ,20070517130618,19300731,digitised,JA70003000,0.000000000000000,1760557.000000000000000,415113.512700000021141,3583.755099999999857,865.603165290383913,9500.289587485740412,0.950028958748574
2989,167,239,435.000000000000000,ESSF,dk,1, ,NDT3,ESSFdk1,ESSFdk 1,Engelmann Spruce -- Subalpine Fir,Dry Cool,Elk, ,Ecosystems with frequent stand-initiating events,389505586.205399990081787,734274.464599999948405,389505586.000000000000000,734274.000000000000000,5117345.000000000000000,1,cool,ESSFdk1cool,1054,515,0.000000000000000,1931,Person,1931-515,36806.500000000000000,linens, ,20070517130648,19310724,digitised,JA70003000,0.000000000000000,1761142.000000000000000,368065119.050499975681305,133485.253300000011222,865.603165290383913,9500.289587485740412,0.950028958748574
2990,167,239,435.000000000000000,ESSF,dk,1, ,NDT3,ESSFdk1,ESSFdk 1,Engelmann Spruce -- Subalpine Fir,Dry Cool,Elk, ,Ecosystems with frequent stand-initiating events,389505586.205399990081787,734274.464599999948405,389505586.000000000000000,734274.000000000000000,5117345.000000000000000,1,cool,ESSFdk1cool,1077,684,0.000000000000000,1929,Lightning,1929-684,382.600000000000023,linens, ,20070517130621,19290807,digitised,JA70003000,0.000000000000000,1760160.000000000000000,3826306.838700000196695,10132.435400000000300,10261.307639704291432,226415.900562199996784,22.641590056220000
2991,167,239,435.000000000000000,ESSF,dk,1, ,NDT3,ESSFdk1,ESSFdk 1,Engelmann Spruce -- Subalpine Fir,Dry Cool,Elk, ,Ecosystems with frequent stand-initiating events,389505586.205399990081787,734274.464599999948405,389505586.000000000000000,734274.000000000000000,5117345.000000000000000,1,cool,ESSFdk1cool,1078,358,0.000000000000000,1945,Lightning,1945-358,2268.500000000000000,linens, ,20070517130606,19450811,digitised,JA70003000,0.000000000000000,1765573.000000000000000,22685813.353799998760223,31193.542300000000978,10261.307639704291432,226415.900562199996784,22.641590056220000
2992,167,239,435.000000000000000,ESSF,dk,1, ,NDT3,ESSFdk1,ESSFdk 1,Engelmann Spruce -- Subalpine Fir,Dry Cool,Elk, ,Ecosystems with frequent stand-initiating events,389505586.205399990081787,734274.464599999948405,389505586.000000000000000,734274.000000000000000,5117345.000000000000000,1,cool,ESSFdk1cool,1085,695,0.000000000000000,1929,Lightning,1929-695,6251.300000000000182,linens, ,20070517130621,19290812,digitised,JA70003000,0.000000000000000,1760166.000000000000000,62513558.840199999511242,33112.052400000000489,19417.629060799547005,2837568.837283410597593,283.756883728341052
2993,167,239,435.000000000000000,ESSF,dk,1, ,NDT3,ESSFdk1,ESSFdk 1,Engelmann Spruce -- Subalpine Fir,Dry Cool,Elk, ,Ecosystems with frequent stand-initiating events,389505586.205399990081787,734274.464599999948405,389505586.000000000000000,734274.000000000000000,5117345.000000000000000,1,cool,ESSFdk1cool,1086,515,0.000000000000000,1931,Person,1931-515,36806.500000000000000,linens, ,20070517130648,19310724,digitised,JA70003000,0.000000000000000,1761142.000000000000000,368065119.050499975681305,133485.253300000011222,19417.629060799547005,2837568.837283410597593,283.756883728341052
2994,167,239,435.000000000000000,ESSF,dk,1, ,NDT3,ESSFdk1,ESSFdk 1,Engelmann Spruce -- Subalpine Fir,Dry Cool,Elk, ,Ecosystems with frequent stand-initiating events,389505586.205399990081787,734274.464599999948405,389505586.000000000000000,734274.000000000000000,5117345.000000000000000,1,cool,ESSFdk1cool,1089,695,0.000000000000000,1929,Lightning,1929-695,6251.300000000000182,linens, ,20070517130621,19290812,digitised,JA70003000,0.000000000000000,1760166.000000000000000,62513558.840199999511242,33112.052400000000489,2839.804487638022238,379895.482597603986505,37.989548259760397
2995,167,239,435.000000000000000,ESSF,dk,1, ,NDT3,ESSFdk1,ESSFdk 1,Engelmann Spruce -- Subalpine Fir,Dry Cool,Elk, ,Ecosystems with frequent stand-initiating events,389505586.205399990081787,734274.464599999948405,389505586.000000000000000,734274.000000000000000,5117345.000000000000000,1,cool,ESSFdk1cool,1090,N10067,0.000000000000000,1985,Lightning,1985-N10067,2476.699999999999818,LFDB, ,20070517130644,19850629,digitised,JA70003000,0.000000000000000,1771681.000000000000000,24767450.782999999821186,33639.902600000001257,2839.804487638022238,379895.482597603986505,37.989548259760397
2996,167,239,435.000000000000000,ESSF,dk,1, ,NDT3,ESSFdk1,ESSFdk 1,Engelmann Spruce -- Subalpine Fir,Dry Cool,Elk, ,Ecosystems with frequent stand-initiating events,389505586.205399990081787,734274.464599999948405,389505586.000000000000000,734274.000000000000000,5117345.000000000000000,1,cool,ESSFdk1cool,1525,358,0.000000000000000,1945,Lightning,1945-358,2268.500000000000000,linens, ,20070517130606,19450811,digitised,JA70003000,0.000000000000000,1765573.000000000000000,22685813.353799998760223,31193.542300000000978,1784.632546974320121,22118.243287939003494,2.211824328793901
2997,167,239,435.000000000000000,ESSF,dk,1, ,NDT3,ESSFdk1,ESSFdk 1,Engelmann Spruce -- Subalpine Fir,Dry Cool,Elk, ,Ecosystems with frequent stand-initiating events,389505586.205399990081787,734274.464599999948405,389505586.000000000000000,734274.000000000000000,5117345.000000000000000,1,cool,ESSFdk1cool,1526,N20149,0.000000000000000,2007,Lightning,2007-N20149,1759.200000000000045,LANDSAT5,20070815,20090422153957,20070714,digitizied,JA70003000,0.000000000000000,1774135.000000000000000,17592741.623599998652935,39691.262399999999616,1784.632546974320121,22118.243287939003494,2.211824328793901
2998,167,239,435.000000000000000,ESSF,dk,1, ,NDT3,ESSFdk1,ESSFdk 1,Engelmann Spruce -- Subalpine Fir,Dry Cool,Elk, ,Ecosystems with frequent stand-initiating events,389505586.205399990081787,734274.464599999948405,389505586.000000000000000,734274.000000000000000,5117345.000000000000000,1,cool,ESSFdk1cool,1547,N00437,0.000000000000000,1958,Lightning,1958-N00437,31.500000000000000,mylars, ,20070517130636,19580811,digitised,JA70003000,0.000000000000000,1767564.000000000000000,315509.513500000000931,2158.025099999999838,42.895974826486807,76.967878697371901,0.007696787869737
2999,167,239,435.000000000000000,ESSF,dk,1, ,NDT3,ESSFdk1,ESSFdk 1,Engelmann Spruce -- Subalpine Fir,Dry Cool,Elk, ,Ecosystems with frequent stand-initiating events,389505586.205399990081787,734274.464599999948405,389505586.000000000000000,734274.000000000000000,5117345.000000000000000,1,cool,ESSFdk1cool,1548,N21257,2020091601.000000000000000,2020,Lightning,2020-N21257,7645.500000000000000,2020 ROLLOVER,20200916,20200917082913,20200817210006,Non-corrected airborne GPS,JA70003000,0.000000000000000,1778471.000000000000000,76454878.877900004386902,77463.422099999996135,42.895974826486807,76.967878697371901,0.007696787869737
3000,167,239,435.000000000000000,ESSF,dk,1, ,NDT3,ESSFdk1,ESSFdk 1,Engelmann Spruce -- Subalpine Fir,Dry Cool,Elk, ,Ecosystems with frequent stand-initiating events,389505586.205399990081787,734274.464599999948405,389505586.000000000000000,734274.000000000000000,5117345.000000000000000,1,cool,ESSFdk1cool,1591,N20061,0.000000000000000,1985,Lightning,1985-N20061,751.100000000000023,LFDB, ,20070517130643,19850710,digitised,JA70003000,0.000000000000000,1771696.000000000000000,7511459.404199999757111,15222.329100000000835,26036.721587777450623,1431543.949992566602305,143.154394999256681
3001,167,239,435.000000000000000,ESSF,dk,1, ,NDT3,ESSFdk1,ESSFdk 1,Engelmann Spruce -- Subalpine Fir,Dry Cool,Elk, ,Ecosystems with frequent stand-initiating events,389505586.205399990081787,734274.464599999948405,389505586.000000000000000,734274.000000000000000,5117345.000000000000000,1,cool,ESSFdk1cool,1592,N20149,0.000000000000000,2007,Lightning,2007-N20149,1759.200000000000045,LANDSAT5,20070815,20090422153957,20070714,digitizied,JA70003000,0.000000000000000,1774135.000000000000000,17592741.623599998652935,39691.262399999999616,26036.721587777450623,1431543.949992566602305,143.154394999256681
3002,168,239,435.000000000000000,ESSF,dk,1, ,NDT3,ESSFdk1,ESSFdk 1,Engelmann Spruce -- Subalpine Fir,Dry Cool,Elk, ,Ecosystems with frequent stand-initiating events,389505586.205399990081787,734274.464599999948405,389505586.000000000000000,734274.000000000000000,5117345.000000000000000,5,cool,ESSFdk1cool,807,205,0.000000000000000,1922,Lightning,1922-205,429.199999999999989,linens, ,20070517130621,19220825,digitised,JA70003000,0.000000000000000,1757064.000000000000000,4292877.638399999588728,8505.849799999999959,750.193939540620590,10616.940324219760441,1.061694032421976
3003,168,239,435.000000000000000,ESSF,dk,1, ,NDT3,ESSFdk1,ESSFdk 1,Engelmann Spruce -- Subalpine Fir,Dry Cool,Elk, ,Ecosystems with frequent stand-initiating events,389505586.205399990081787,734274.464599999948405,389505586.000000000000000,734274.000000000000000,5117345.000000000000000,5,cool,ESSFdk1cool,808,358,0.000000000000000,1945,Lightning,1945-358,2268.500000000000000,linens, ,20070517130606,19450811,digitised,JA70003000,0.000000000000000,1765573.000000000000000,22685813.353799998760223,31193.542300000000978,750.193939540620590,10616.940324219760441,1.061694032421976
3004,168,239,435.000000000000000,ESSF,dk,1, ,NDT3,ESSFdk1,ESSFdk 1,Engelmann Spruce -- Subalpine Fir,Dry Cool,Elk, ,Ecosystems with frequent stand-initiating events,389505586.205399990081787,734274.464599999948405,389505586.000000000000000,734274.000000000000000,5117345.000000000000000,5,cool,ESSFdk1cool,1077,684,0.000000000000000,1929,Lightning,1929-684,382.600000000000023,linens, ,20070517130621,19290807,digitised,JA70003000,0.000000000000000,1760160.000000000000000,3826306.838700000196695,10132.435400000000300,2064.841044765623337,26281.945578805451078,2.628194557880545
3005,168,239,435.000000000000000,ESSF,dk,1, ,NDT3,ESSFdk1,ESSFdk 1,Engelmann Spruce -- Subalpine Fir,Dry Cool,Elk, ,Ecosystems with frequent stand-initiating events,389505586.205399990081787,734274.464599999948405,389505586.000000000000000,734274.000000000000000,5117345.000000000000000,5,cool,ESSFdk1cool,1078,358,0.000000000000000,1945,Lightning,1945-358,2268.500000000000000,linens, ,20070517130606,19450811,digitised,JA70003000,0.000000000000000,1765573.000000000000000,22685813.353799998760223,31193.542300000000978,2064.841044765623337,26281.945578805451078,2.628194557880545
3006,168,239,435.000000000000000,ESSF,dk,1, ,NDT3,ESSFdk1,ESSFdk 1,Engelmann Spruce -- Subalpine Fir,Dry Cool,Elk, ,Ecosystems with frequent stand-initiating events,389505586.205399990081787,734274.464599999948405,389505586.000000000000000,734274.000000000000000,5117345.000000000000000,5,cool,ESSFdk1cool,1591,N20061,0.000000000000000,1985,Lightning,1985-N20061,751.100000000000023,LFDB, ,20070517130643,19850710,digitised,JA70003000,0.000000000000000,1771696.000000000000000,7511459.404199999757111,15222.329100000000835,17310.737281764399086,727803.907770394929685,72.780390777039500
3007,168,239,435.000000000000000,ESSF,dk,1, ,NDT3,ESSFdk1,ESSFdk 1,Engelmann Spruce -- Subalpine Fir,Dry Cool,Elk, ,Ecosystems with frequent stand-initiating events,389505586.205399990081787,734274.464599999948405,389505586.000000000000000,734274.000000000000000,5117345.000000000000000,5,cool,ESSFdk1cool,1592,N20149,0.000000000000000,2007,Lightning,2007-N20149,1759.200000000000045,LANDSAT5,20070815,20090422153957,20070714,digitizied,JA70003000,0.000000000000000,1774135.000000000000000,17592741.623599998652935,39691.262399999999616,17310.737281764399086,727803.907770394929685,72.780390777039500
3008,169,239,435.000000000000000,ESSF,dk,1, ,NDT3,ESSFdk1,ESSFdk 1,Engelmann Spruce -- Subalpine Fir,Dry Cool,Elk, ,Ecosystems with frequent stand-initiating events,389505586.205399990081787,734274.464599999948405,389505586.000000000000000,734274.000000000000000,5117345.000000000000000,6,warm,ESSFdk1warm,679,48,0.000000000000000,1919,Lightning,1919-48,11168.000000000000000,linens, ,20070517130649,19190722,digitised,JA70003000,0.000000000000000,1756190.000000000000000,111680183.748899996280670,55184.441500000000815,2434.790681814539312,136987.751781311351806,13.698775178131136
3009,169,239,435.000000000000000,ESSF,dk,1, ,NDT3,ESSFdk1,ESSFdk 1,Engelmann Spruce -- Subalpine Fir,Dry Cool,Elk, ,Ecosystems with frequent stand-initiating events,389505586.205399990081787,734274.464599999948405,389505586.000000000000000,734274.000000000000000,5117345.000000000000000,6,warm,ESSFdk1warm,680,515,0.000000000000000,1931,Person,1931-515,36806.500000000000000,linens, ,20070517130648,19310724,digitised,JA70003000,0.000000000000000,1761142.000000000000000,368065119.050499975681305,133485.253300000011222,2434.790681814539312,136987.751781311351806,13.698775178131136
3010,169,239,435.000000000000000,ESSF,dk,1, ,NDT3,ESSFdk1,ESSFdk 1,Engelmann Spruce -- Subalpine Fir,Dry Cool,Elk, ,Ecosystems with frequent stand-initiating events,389505586.205399990081787,734274.464599999948405,389505586.000000000000000,734274.000000000000000,5117345.000000000000000,6,warm,ESSFdk1warm,687,48,0.000000000000000,1919,Lightning,1919-48,11168.000000000000000,linens, ,20070517130649,19190722,digitised,JA70003000,0.000000000000000,1756190.000000000000000,111680183.748899996280670,55184.441500000000815,800.963424533886496,10991.894390418932744,1.099189439041893
3011,169,239,435.000000000000000,ESSF,dk,1, ,NDT3,ESSFdk1,ESSFdk 1,Engelmann Spruce -- Subalpine Fir,Dry Cool,Elk, ,Ecosystems with frequent stand-initiating events,389505586.205399990081787,734274.464599999948405,389505586.000000000000000,734274.000000000000000,5117345.000000000000000,6,warm,ESSFdk1warm,688,N12413,2018082301.000000000000000,2018,Lightning,2018-N12413,713.700000000000045,2018 ROLLOVER,20180823,20180823112430,20180810,Processed IR image,JA70003000,0.000000000000000,1777980.000000000000000,7137065.728600000031292,13756.087499999999636,800.963424533886496,10991.894390418932744,1.099189439041893
3012,169,239,435.000000000000000,ESSF,dk,1, ,NDT3,ESSFdk1,ESSFdk 1,Engelmann Spruce -- Subalpine Fir,Dry Cool,Elk, ,Ecosystems with frequent stand-initiating events,389505586.205399990081787,734274.464599999948405,389505586.000000000000000,734274.000000000000000,5117345.000000000000000,6,warm,ESSFdk1warm,735,50,0.000000000000000,1919,Person,1919-50,4633.500000000000000,linens, ,20070517130621,19190717,digitised,JA70003000,0.000000000000000,1756201.000000000000000,46335275.202299997210503,42389.958400000003166,249.900574014721030,888.533556556005237,0.088853355655601
3013,169,239,435.000000000000000,ESSF,dk,1, ,NDT3,ESSFdk1,ESSFdk 1,Engelmann Spruce -- Subalpine Fir,Dry Cool,Elk, ,Ecosystems with frequent stand-initiating events,389505586.205399990081787,734274.464599999948405,389505586.000000000000000,734274.000000000000000,5117345.000000000000000,6,warm,ESSFdk1warm,736,695,0.000000000000000,1929,Lightning,1929-695,6251.300000000000182,linens, ,20070517130621,19290812,digitised,JA70003000,0.000000000000000,1760166.000000000000000,62513558.840199999511242,33112.052400000000489,249.900574014721030,888.533556556005237,0.088853355655601
3014,169,239,435.000000000000000,ESSF,dk,1, ,NDT3,ESSFdk1,ESSFdk 1,Engelmann Spruce -- Subalpine Fir,Dry Cool,Elk, ,Ecosystems with frequent stand-initiating events,389505586.205399990081787,734274.464599999948405,389505586.000000000000000,734274.000000000000000,5117345.000000000000000,6,warm,ESSFdk1warm,737,50,0.000000000000000,1919,Person,1919-50,4633.500000000000000,linens, ,20070517130621,19190717,digitised,JA70003000,0.000000000000000,1756201.000000000000000,46335275.202299997210503,42389.958400000003166,211.855771874324205,296.611388681999301,0.029661138868200
3015,169,239,435.000000000000000,ESSF,dk,1, ,NDT3,ESSFdk1,ESSFdk 1,Engelmann Spruce -- Subalpine Fir,Dry Cool,Elk, ,Ecosystems with frequent stand-initiating events,389505586.205399990081787,734274.464599999948405,389505586.000000000000000,734274.000000000000000,5117345.000000000000000,6,warm,ESSFdk1warm,738,515,0.000000000000000,1931,Person,1931-515,36806.500000000000000,linens, ,20070517130648,19310724,digitised,JA70003000,0.000000000000000,1761142.000000000000000,368065119.050499975681305,133485.253300000011222,211.855771874324205,296.611388681999301,0.029661138868200
3016,169,239,435.000000000000000,ESSF,dk,1, ,NDT3,ESSFdk1,ESSFdk 1,Engelmann Spruce -- Subalpine Fir,Dry Cool,Elk, ,Ecosystems with frequent stand-initiating events,389505586.205399990081787,734274.464599999948405,389505586.000000000000000,734274.000000000000000,5117345.000000000000000,6,warm,ESSFdk1warm,807,205,0.000000000000000,1922,Lightning,1922-205,429.199999999999989,linens, ,20070517130621,19220825,digitised,JA70003000,0.000000000000000,1757064.000000000000000,4292877.638399999588728,8505.849799999999959,15793.965248943759434,1218060.153317091055214,121.806015331709105
3017,169,239,435.000000000000000,ESSF,dk,1, ,NDT3,ESSFdk1,ESSFdk 1,Engelmann Spruce -- Subalpine Fir,Dry Cool,Elk, ,Ecosystems with frequent stand-initiating events,389505586.205399990081787,734274.464599999948405,389505586.000000000000000,734274.000000000000000,5117345.000000000000000,6,warm,ESSFdk1warm,808,358,0.000000000000000,1945,Lightning,1945-358,2268.500000000000000,linens, ,20070517130606,19450811,digitised,JA70003000,0.000000000000000,1765573.000000000000000,22685813.353799998760223,31193.542300000000978,15793.965248943759434,1218060.153317091055214,121.806015331709105
3018,169,239,435.000000000000000,ESSF,dk,1, ,NDT3,ESSFdk1,ESSFdk 1,Engelmann Spruce -- Subalpine Fir,Dry Cool,Elk, ,Ecosystems with frequent stand-initiating events,389505586.205399990081787,734274.464599999948405,389505586.000000000000000,734274.000000000000000,5117345.000000000000000,6,warm,ESSFdk1warm,821,230,0.000000000000000,1922,Lightning,1922-230,37.799999999999997,linens, ,20070517130621,19220824,digitised,JA70003000,0.000000000000000,1757114.000000000000000,378222.880500000028405,2632.449799999999868,1038.386205657468508,7301.004114239728551,0.730100411423973
3019,169,239,435.000000000000000,ESSF,dk,1, ,NDT3,ESSFdk1,ESSFdk 1,Engelmann Spruce -- Subalpine Fir,Dry Cool,Elk, ,Ecosystems with frequent stand-initiating events,389505586.205399990081787,734274.464599999948405,389505586.000000000000000,734274.000000000000000,5117345.000000000000000,6,warm,ESSFdk1warm,822,153a,0.000000000000000,1924,Lightning,1924-153a,511.899999999999977,linens, ,20070517130621,19240709,digitised,JA70003000,0.000000000000000,1757975.000000000000000,5119265.269500000402331,8939.608599999999569,1038.386205657468508,7301.004114239728551,0.730100411423973
3020,169,239,435.000000000000000,ESSF,dk,1, ,NDT3,ESSFdk1,ESSFdk 1,Engelmann Spruce -- Subalpine Fir,Dry Cool,Elk, ,Ecosystems with frequent stand-initiating events,389505586.205399990081787,734274.464599999948405,389505586.000000000000000,734274.000000000000000,5117345.000000000000000,6,warm,ESSFdk1warm,1053,368,0.000000000000000,1930,Lightning,1930-368,41.500000000000000,linens, ,20070517130618,19300731,digitised,JA70003000,0.000000000000000,1760557.000000000000000,415113.512700000021141,3583.755099999999857,2659.276910068650523,189245.946295989677310,18.924594629598968
3021,169,239,435.000000000000000,ESSF,dk,1, ,NDT3,ESSFdk1,ESSFdk 1,Engelmann Spruce -- Subalpine Fir,Dry Cool,Elk, ,Ecosystems with frequent stand-initiating events,389505586.205399990081787,734274.464599999948405,389505586.000000000000000,734274.000000000000000,5117345.000000000000000,6,warm,ESSFdk1warm,1054,515,0.000000000000000,1931,Person,1931-515,36806.500000000000000,linens, ,20070517130648,19310724,digitised,JA70003000,0.000000000000000,1761142.000000000000000,368065119.050499975681305,133485.253300000011222,2659.276910068650523,189245.946295989677310,18.924594629598968
3022,169,239,435.000000000000000,ESSF,dk,1, ,NDT3,ESSFdk1,ESSFdk 1,Engelmann Spruce -- Subalpine Fir,Dry Cool,Elk, ,Ecosystems with frequent stand-initiating events,389505586.205399990081787,734274.464599999948405,389505586.000000000000000,734274.000000000000000,5117345.000000000000000,6,warm,ESSFdk1warm,1077,684,0.000000000000000,1929,Lightning,1929-684,382.600000000000023,linens, ,20070517130621,19290807,digitised,JA70003000,0.000000000000000,1760160.000000000000000,3826306.838700000196695,10132.435400000000300,15096.176411410255241,779664.946618253132328,77.966494661825323
3023,169,239,435.000000000000000,ESSF,dk,1, ,NDT3,ESSFdk1,ESSFdk 1,Engelmann Spruce -- Subalpine Fir,Dry Cool,Elk, ,Ecosystems with frequent stand-initiating events,389505586.205399990081787,734274.464599999948405,389505586.000000000000000,734274.000000000000000,5117345.000000000000000,6,warm,ESSFdk1warm,1078,358,0.000000000000000,1945,Lightning,1945-358,2268.500000000000000,linens, ,20070517130606,19450811,digitised,JA70003000,0.000000000000000,1765573.000000000000000,22685813.353799998760223,31193.542300000000978,15096.176411410255241,779664.946618253132328,77.966494661825323
3024,169,239,435.000000000000000,ESSF,dk,1, ,NDT3,ESSFdk1,ESSFdk 1,Engelmann Spruce -- Subalpine Fir,Dry Cool,Elk, ,Ecosystems with frequent stand-initiating events,389505586.205399990081787,734274.464599999948405,389505586.000000000000000,734274.000000000000000,5117345.000000000000000,6,warm,ESSFdk1warm,1085,695,0.000000000000000,1929,Lightning,1929-695,6251.300000000000182,linens, ,20070517130621,19290812,digitised,JA70003000,0.000000000000000,1760166.000000000000000,62513558.840199999511242,33112.052400000000489,8303.136290794760498,139121.121501458081184,13.912112150145809
